city,longitude,latitude,state
Afton,41.02749,-94.19801,IA
Agency,40.99502,-92.30685,IA
Ainsworth,41.28891,-91.55238,IA
Akron,42.82888,-96.55948,IA
Albert City,42.78192,-94.9486,IA
Albia,41.02667,-92.80575,IA
Alburnett,42.14833,-91.61851,IA
Alden,42.52026,-93.37604,IA
Algona,43.06997,-94.23302,IA
Allison,42.75275,-92.79519,IA
Alta,42.67359,-95.29055,IA
Alton,42.98749,-96.01057,IA
Altoona,41.64416,-93.46466,IA
Ames,42.03471,-93.61994,IA
Anamosa,42.10834,-91.28516,IA
Anita,41.44526,-94.7647,IA
Ankeny,41.72971,-93.60577,IA
Anthon,42.38832,-95.86668,IA
Aplington,42.58415,-92.88436,IA
Armstrong,43.39607,-94.47831,IA
Arnolds Park,43.37274,-95.12388,IA
Asbury,42.51445,-90.75152,IA
Atkins,41.99694,-91.86213,IA
Atlantic,41.4036,-95.01388,IA
Audubon,41.71804,-94.93249,IA
Aurelia,42.71276,-95.43667,IA
Avoca,41.47666,-95.33805,IA
Badger,42.61441,-94.14607,IA
Bancroft,43.29274,-94.21802,IA
Batavia,40.99418,-92.1674,IA
Battle Creek,42.31554,-95.59861,IA
Baxter,41.8261,-93.15159,IA
Beaverdale,40.8467,-91.20848,IA
Bedford,40.66693,-94.72136,IA
Belle Plaine,41.89694,-92.27824,IA
Bellevue,42.25863,-90.42291,IA
Belmond,42.84608,-93.6141,IA
Bettendorf,41.52448,-90.51569,IA
Blairstown,41.90944,-92.08435,IA
Bloomfield,40.75169,-92.41491,IA
Blue Grass,41.50892,-90.76598,IA
Bondurant,41.70054,-93.46216,IA
Boone,42.0597,-93.88023,IA
Boyden,43.19109,-96.00585,IA
Brighton,41.17474,-91.81961,IA
Britt,43.09774,-93.80189,IA
Brooklyn,41.73361,-92.44546,IA
Buffalo (historical),41.3111,-94.00356,IA
Buffalo,41.45642,-90.72347,IA
Buffalo Center,43.38579,-93.94662,IA
Burlington,40.80754,-91.11292,IA
Burt,43.19746,-94.21969,IA
Calmar,43.18358,-91.86405,IA
Camanche,41.78809,-90.25624,IA
Cambridge,41.89832,-93.5291,IA
Carlisle,41.50082,-93.49105,IA
Carroll,42.06582,-94.86693,IA
Carson,41.23666,-95.41806,IA
Carter Lake,41.29055,-95.91807,IA
Cascade,42.29862,-91.01486,IA
Cedar Falls,42.52776,-92.44547,IA
Cedar Rapids,42.00833,-91.64407,IA
Center Point,42.19083,-91.78518,IA
Centerville,40.73418,-92.87409,IA
Centerville,42.09276,-93.93551,IA
Central City,42.20388,-91.52406,IA
Chariton,41.01389,-93.3066,IA
Charles City,43.06636,-92.67241,IA
Cherokee,42.74943,-95.55167,IA
Clarence,41.88891,-91.05654,IA
Clarinda,40.73981,-95.038,IA
Clarion,42.73164,-93.73299,IA
Clarksville,42.7847,-92.66769,IA
Clear Lake,43.13802,-93.37937,IA
Clermont,43.00359,-91.65237,IA
Clinton,41.84447,-90.18874,IA
Clive,41.60304,-93.72411,IA
Coalville,42.44525,-94.12579,IA
Coggon,42.28082,-91.53044,IA
Colfax,41.67777,-93.2452,IA
Colo,42.01777,-93.31521,IA
Columbus Junction,41.28003,-91.36071,IA
Conrad,42.22471,-92.87465,IA
Coon Rapids,41.87082,-94.67748,IA
Coralville,41.6764,-91.58045,IA
Corning,40.98999,-94.74081,IA
Correctionville,42.47499,-95.78557,IA
Corydon,40.75695,-93.31882,IA
Council Bluffs,41.26194,-95.86083,IA
Crescent,41.365,-95.85807,IA
Cresco,43.38136,-92.11405,IA
Creston,41.0586,-94.36135,IA
Dakota City,42.72219,-94.19718,IA
Dallas Center,41.68443,-93.96106,IA
Danville,40.86448,-91.3146,IA
Davenport,41.52364,-90.57764,IA
Dayton,42.26136,-94.06857,IA
De Soto,41.53166,-94.00967,IA
De Witt,41.82336,-90.53819,IA
Decorah,43.30331,-91.78571,IA
Delmar,42.00225,-90.60708,IA
Denison,42.01777,-95.35528,IA
Denver,42.67137,-92.3374,IA
Des Moines,41.60054,-93.60911,IA
Dexter,41.51832,-94.22635,IA
Dike,42.46415,-92.62825,IA
Donnellson,40.64282,-91.5646,IA
Doon,43.27942,-96.2328,IA
Dows,42.65664,-93.50104,IA
Dubuque,42.50056,-90.66457,IA
Dumont,42.75192,-92.97547,IA
Dunkerton,42.56999,-92.16046,IA
Dunlap,41.85443,-95.60056,IA
Durant,41.59975,-90.9107,IA
Dyersville,42.48444,-91.12291,IA
Dysart,42.17166,-92.3063,IA
Eagle Grove,42.66414,-93.90439,IA
Earlham,41.49193,-94.12412,IA
Earlville,42.48166,-91.27236,IA
Early,42.46137,-95.15194,IA
Edgewood,42.64443,-91.40125,IA
Eddyville,41.1565,-92.63739,IA
Eldon,40.91863,-92.22296,IA
Eldora,42.36082,-93.09965,IA
Eldridge,41.65809,-90.58458,IA
Elgin,42.95748,-91.63071,IA
Elk Horn,41.59166,-95.05999,IA
Elk Run Heights,42.46693,-92.25657,IA
Elkader,42.85387,-91.40542,IA
Elkhart,41.79165,-93.52216,IA
Ellsworth,42.31276,-93.57882,IA
Elma,43.24664,-92.43601,IA
Ely,41.87362,-91.58518,IA
Emmetsburg,43.11274,-94.68304,IA
Epworth,42.445,-90.93208,IA
Estherville,43.40163,-94.83276,IA
Essex,40.83361,-95.30832,IA
Evansdale,42.46915,-92.28102,IA
Everly,43.15997,-95.3275,IA
Exira,41.59082,-94.87554,IA
Fairbank,42.63915,-92.04712,IA
Fairfax,41.91945,-91.78101,IA
Fairfield,41.00863,-91.96267,IA
Farley,42.44278,-91.00625,IA
Farmington,40.64031,-91.74294,IA
Fayette,42.84193,-91.80211,IA
Fonda,42.58137,-94.8461,IA
Fontanelle,41.28971,-94.56164,IA
Forest City,43.26246,-93.63716,IA
Fort Dodge,42.49747,-94.16802,IA
Fort Madison,40.62976,-91.31515,IA
Fredericksburg,42.96525,-92.19962,IA
Fremont,41.21251,-92.43546,IA
Fruitland,41.35614,-91.12932,IA
Garnavillo,42.8686,-91.23596,IA
Garner,43.10246,-93.60188,IA
Garwin,42.0936,-92.67575,IA
George,43.34386,-96.00224,IA
Gilbert,42.10693,-93.64966,IA
Gilbertville,42.4161,-92.2149,IA
Gilman,41.87888,-92.78936,IA
Glenwood,41.04694,-95.74251,IA
Glidden,42.05693,-94.72887,IA
Goldfield,42.7358,-93.92078,IA
Gowrie,42.28053,-94.2908,IA
Graettinger,43.23774,-94.75137,IA
Grand Junction,42.03165,-94.2408,IA
Grand Mound,41.82419,-90.64792,IA
Grandview,41.27586,-91.18848,IA
Granger,41.7611,-93.82439,IA
Greene,42.89581,-92.80242,IA
Greenfield,41.30527,-94.46135,IA
Grimes,41.68832,-93.79106,IA
Grinnell,41.74305,-92.72241,IA
Griswold,41.23499,-95.13749,IA
Grundy Center,42.36165,-92.76853,IA
Guthrie Center,41.67721,-94.5033,IA
Guttenberg,42.78582,-91.09957,IA
Hamburg,40.60445,-95.65777,IA
Hampton,42.74192,-93.20242,IA
Harlan,41.65304,-95.32555,IA
Hartford,41.45944,-93.40493,IA
Hartley,43.17997,-95.47695,IA
Hawarden,42.99582,-96.48531,IA
Hazleton,42.62082,-91.90017,IA
Hedrick,41.17251,-92.30879,IA
Hiawatha,42.03583,-91.68212,IA
Hills,41.55419,-91.53489,IA
Hinton,42.62777,-96.29169,IA
Holstein,42.48915,-95.545,IA
Hopkinton,42.34389,-91.24848,IA
Hospers,43.07193,-95.90446,IA
Hubbard,42.30554,-93.30021,IA
Hudson,42.40665,-92.45547,IA
Hull,43.18859,-96.13363,IA
Humboldt,42.7208,-94.21524,IA
Huxley,41.89527,-93.60077,IA
Ida Grove,42.34499,-95.47167,IA
Independence,42.4686,-91.88934,IA
Indianola,41.35805,-93.55744,IA
Inwood,43.3072,-96.43198,IA
Iowa City,41.66113,-91.53017,IA
Iowa Falls,42.52248,-93.25131,IA
Ireton,42.97471,-96.31836,IA
Janesville,42.64609,-92.46296,IA
Jefferson,42.01526,-94.37747,IA
Jesup,42.47554,-92.06379,IA
Jewell,42.30693,-93.64022,IA
Johnston,41.67304,-93.69772,IA
Kalona,41.48307,-91.706,IA
Kanawha,42.93774,-93.79327,IA
Kellogg,41.71805,-92.90742,IA
Keokuk,40.39727,-91.38487,IA
Keosauqua,40.73031,-91.96239,IA
Keota,41.3639,-91.95379,IA
Keystone,41.99833,-92.19741,IA
Kingsley,42.58832,-95.96752,IA
Knoxville,41.32083,-93.10937,IA
La Porte City,42.31499,-92.19213,IA
Lake City,42.26748,-94.73387,IA
Lake Mills,43.4194,-93.53327,IA
Lake Park,43.45552,-95.32083,IA
Lake View,42.31165,-95.05332,IA
Lakeside,42.62137,-95.17333,IA
Lamoni,40.62278,-93.93412,IA
Lansing,43.3622,-91.21652,IA
Larchwood,43.45359,-96.43421,IA
Laurens,42.84664,-94.85193,IA
Lawton,42.4786,-96.18391,IA
Le Claire,41.59864,-90.34346,IA
Le Grand,42.00693,-92.77548,IA
Le Mars,42.79416,-96.16558,IA
Lenox,40.88165,-94.56191,IA
Leon,40.73972,-93.74772,IA
Lisbon,41.92112,-91.38545,IA
Logan,41.64305,-95.7889,IA
Lone Tree,41.48808,-91.42599,IA
Long Grove,41.69753,-90.58264,IA
Lovilia,41.13584,-92.90409,IA
Lowden,41.85752,-90.9282,IA
Madrid,41.87665,-93.82328,IA
Maharishi Vedic City,41.05252,-91.9949,IA
Malvern,41.00278,-95.58528,IA
Manchester,42.48415,-91.45543,IA
Manilla,41.88971,-95.23222,IA
Manly,43.28718,-93.20215,IA
Manning,41.90915,-95.06499,IA
Manson,42.52914,-94.53414,IA
Mapleton,42.16582,-95.79306,IA
Maquoketa,42.06891,-90.66569,IA
Marcus,42.82582,-95.80751,IA
Marengo,41.79806,-92.07074,IA
Marion,42.03417,-91.59768,IA
Marshalltown,42.04943,-92.90798,IA
Mason City,43.15357,-93.20104,IA
Maxwell,41.89193,-93.39965,IA
McGregor,43.01832,-91.18263,IA
Mechanicsville,41.90446,-91.25461,IA
Mediapolis,41.00809,-91.16404,IA
Melbourne,41.94138,-93.10326,IA
Melcher-Dallas,41.225,-93.24132,IA
Merrill,42.71971,-96.24864,IA
Middle Amana,41.79556,-91.89962,IA
Milford,43.32469,-95.15,IA
Milo,41.29166,-93.44243,IA
Minden,41.46694,-95.54278,IA
Missouri Valley,41.55638,-95.88779,IA
Mitchellville,41.6686,-93.35771,IA
Monona,43.05165,-91.3893,IA
Monroe,41.52221,-93.10187,IA
Montezuma,41.58583,-92.52741,IA
Monticello,42.23834,-91.18709,IA
Montrose,40.53226,-91.41488,IA
Moravia,40.89084,-92.8152,IA
Morning Sun,41.09614,-91.25765,IA
Moulton,40.68585,-92.67741,IA
Mount Ayr,40.71471,-94.23523,IA
Mount Pleasant,40.96364,-91.55794,IA
Mount Vernon,41.92195,-91.41684,IA
Moville,42.48888,-96.07252,IA
Murray,41.04166,-93.94939,IA
Muscatine,41.42447,-91.04321,IA
Nashua,42.95275,-92.5363,IA
Neola,41.44888,-95.61556,IA
Nevada,42.02277,-93.45243,IA
New Hampton,43.05914,-92.31768,IA
New Hartford,42.56693,-92.62214,IA
New London,40.92698,-91.3996,IA
New Sharon,41.47,-92.6513,IA
Newell,42.60553,-95.00277,IA
Newhall,41.99556,-91.96768,IA
Newton,41.69971,-93.04798,IA
Nora Springs,43.14275,-93.00437,IA
North English,41.5139,-92.07629,IA
North Liberty,41.74918,-91.59795,IA
Northwood,43.44412,-93.22104,IA
Norwalk,41.47555,-93.67883,IA
Norway,41.90278,-91.92157,IA
Oakland,42.58109,-93.44326,IA
Oakland,41.30916,-95.39667,IA
Odebolt,42.31221,-95.25055,IA
Oelwein,42.67332,-91.9135,IA
Ogden,42.03915,-94.02773,IA
Okoboji,43.38635,-95.14833,IA
Olin,41.99807,-91.14155,IA
Onawa,42.02665,-96.09724,IA
Orange City,43.00721,-96.05835,IA
Orleans,43.44718,-95.09249,IA
Osage,43.28414,-92.81103,IA
Osceola,41.03389,-93.7655,IA
Oskaloosa,41.29639,-92.64436,IA
Ossian,43.14636,-91.7646,IA
Otho,42.42469,-94.15024,IA
Ottumwa,41.02001,-92.4113,IA
Oxford,41.72334,-91.79045,IA
Palo,42.06611,-91.79546,IA
Panora,41.69165,-94.36302,IA
Park View,41.6942,-90.54569,IA
Parkersburg,42.57748,-92.78686,IA
Paullina,42.97915,-95.68807,IA
Pella,41.40805,-92.91631,IA
Peosta,42.45056,-90.85041,IA
Perry,41.8386,-94.10718,IA
Pleasant Hill,41.58388,-93.51994,IA
Pleasantville,41.38583,-93.26937,IA
Pocahontas,42.73553,-94.66915,IA
Polk City,41.77138,-93.713,IA
Pomeroy,42.55109,-94.68387,IA
Postville,43.0847,-91.5682,IA
Prairie City,41.59943,-93.23521,IA
Preston,42.0503,-90.41402,IA
Primghar,43.08692,-95.62723,IA
Princeton,41.67475,-90.34041,IA
Quasqueton,42.39443,-91.761,IA
Radcliffe,42.31526,-93.43438,IA
Raymond,42.46888,-92.21963,IA
Readlyn,42.70221,-92.22546,IA
Red Oak,41.00972,-95.22555,IA
Redfield,41.58943,-94.19607,IA
Reinbeck,42.3236,-92.59936,IA
Remsen,42.81471,-95.97335,IA
Riceville,43.36386,-92.55407,IA
Richland,41.18557,-91.99295,IA
Riverside,41.47974,-91.58128,IA
Robins,42.07111,-91.66684,IA
Rock Rapids,43.42719,-96.17586,IA
Rock Valley,43.20526,-96.29503,IA
Rockford,43.05219,-92.94853,IA
Rockwell,42.98524,-93.19187,IA
Rockwell City,42.39526,-94.63387,IA
Roland,42.16637,-93.50188,IA
Rolfe,42.81275,-94.52692,IA
Runnells,41.5111,-93.35743,IA
Russell,40.98195,-93.19854,IA
Ruthven,43.12913,-94.89915,IA
Sabula,42.07113,-90.17402,IA
Sac City,42.4222,-94.98971,IA
Saint Ansgar,43.3783,-92.91881,IA
Saint Charles,41.28833,-93.80939,IA
Sanborn,43.18164,-95.65557,IA
Saylorville,41.6786,-93.62966,IA
Schaller,42.4997,-95.29305,IA
Schleswig,42.16527,-95.43694,IA
Scranton,42.02248,-94.54525,IA
Sergeant Bluff,42.40388,-96.35864,IA
Seymour,40.68251,-93.12104,IA
Sheffield,42.8933,-93.2152,IA
Shelby,41.5161,-95.45028,IA
Sheldon,43.18109,-95.85613,IA
Shell Rock,42.71026,-92.58297,IA
Shellsburg,42.09444,-91.86935,IA
Shenandoah,40.76555,-95.37221,IA
Shueyville,41.85056,-91.64656,IA
Sidney,40.74833,-95.6475,IA
Sibley,43.39914,-95.75196,IA
Sigourney,41.33334,-92.20463,IA
Sioux Center,43.07971,-96.17558,IA
Sioux City,42.49999,-96.40031,IA
Sioux Rapids,42.89331,-95.15111,IA
Slater,41.87776,-93.67855,IA
Sloan,42.23277,-96.22808,IA
Solon,41.80723,-91.49406,IA
Spencer,43.14136,-95.14444,IA
Spirit Lake,43.42218,-95.10222,IA
Springville,42.05945,-91.44267,IA
Stanton,40.98166,-95.10415,IA
Stanwood,41.89307,-91.15071,IA
State Center,42.01665,-93.16354,IA
Storm Lake,42.64109,-95.20972,IA
Story City,42.18721,-93.59577,IA
Stratford,42.27137,-93.92717,IA
Strawberry Point,42.6836,-91.53403,IA
Stuart,41.50332,-94.31857,IA
Sully,41.57833,-92.84492,IA
Sumner,42.84748,-92.09156,IA
Sutherland,42.97414,-95.49751,IA
Swea City,43.3844,-94.31497,IA
Swisher,41.84556,-91.69295,IA
Tabor,40.89833,-95.67139,IA
Tama,41.96666,-92.57686,IA
Tiffin,41.70585,-91.66295,IA
Tipton,41.76974,-91.12793,IA
Toledo,41.99555,-92.57686,IA
Traer,42.1936,-92.46547,IA
Treynor,41.2325,-95.61306,IA
Tripoli,42.80804,-92.25823,IA
Underwood,41.38694,-95.67667,IA
University Heights,41.65502,-91.55684,IA
Urbana,42.22416,-91.87434,IA
Urbandale,41.62666,-93.71217,IA
Van Horne,42.00861,-92.09102,IA
Van Meter,41.53193,-93.95412,IA
Ventura,43.12635,-93.47771,IA
Villisca,40.92971,-94.97609,IA
Vinton,42.16861,-92.02351,IA
Walcott,41.58475,-90.77209,IA
Walford,41.87834,-91.83462,IA
Walker,42.28666,-91.78073,IA
Wall Lake,42.2711,-95.09305,IA
Walnut,41.47749,-95.22194,IA
Wapello,41.18142,-91.18543,IA
Washburn,42.41166,-92.26741,IA
Washington,41.29918,-91.69294,IA
Waterloo,42.49276,-92.34296,IA
Waukee,41.61166,-93.88523,IA
Waukon,43.26942,-91.4757,IA
Waverly,42.72581,-92.47546,IA
Wayland,41.14724,-91.66072,IA
Webster City,42.46942,-93.81605,IA
Wellman,41.46418,-91.83823,IA
Wellsburg,42.45915,-92.93853,IA
West Branch,41.67141,-91.34655,IA
West Bend,42.95691,-94.44108,IA
West Burlington,40.82504,-91.15654,IA
West Des Moines,41.57721,-93.71133,IA
West Liberty,41.57002,-91.26377,IA
West Point,40.7167,-91.45015,IA
West Union,42.96276,-91.80822,IA
Wheatland,41.83169,-90.8382,IA
What Cheer,41.4014,-92.35463,IA
Whiting,42.12749,-96.14946,IA
Williamsburg,41.66112,-92.00907,IA
Wilton,41.58892,-91.01682,IA
Windsor Heights,41.59777,-93.70828,IA
Winfield,41.12308,-91.44127,IA
Winterset,41.33082,-94.01384,IA
Winthrop,42.47332,-91.73433,IA
Woodbine,41.73832,-95.70278,IA
Woodward,41.85693,-93.9219,IA
Wyoming,42.05918,-91.00737,IA
Zearing,42.1611,-93.29715,IA
Lake Panorama,41.71105,-94.39059,IA
Rathdrum,47.8124,-116.89659,ID
Aberdeen,42.94408,-112.83833,ID
American Falls,42.78602,-112.85444,ID
Ammon,43.46964,-111.96664,ID
Arco,43.63657,-113.30028,ID
Ashton,44.07158,-111.44829,ID
Athol,47.94796,-116.70797,ID
Bellevue,43.46352,-114.2606,ID
Blackfoot,43.19047,-112.34498,ID
Boise,43.6135,-116.20345,ID
Bonners Ferry,48.69133,-116.31631,ID
Buhl,42.59907,-114.75949,ID
Burley,42.53574,-113.79279,ID
Caldwell,43.66294,-116.68736,ID
Carey,43.30768,-113.94475,ID
Cascade,44.51628,-116.0418,ID
Challis,44.50464,-114.23173,ID
Chubbuck,42.92075,-112.46609,ID
Clark Fork,48.14521,-116.17573,ID
Coeur d'Alene,47.67768,-116.78047,ID
Cottonwood,46.04849,-116.34959,ID
Council,44.72989,-116.4382,ID
Dalton Gardens,47.72963,-116.77019,ID
Deary,46.79934,-116.55599,ID
Dover,48.25159,-116.61103,ID
Downey,42.42853,-112.12441,ID
Driggs,43.72325,-111.11133,ID
Dubois,44.1763,-112.23082,ID
Eagle,43.69544,-116.35401,ID
Emmett,43.8735,-116.4993,ID
Fairfield,43.34657,-114.79173,ID
Filer,42.57019,-114.60782,ID
Fort Hall,43.03325,-112.43831,ID
Franklin,42.01354,-111.80717,ID
Fruitland,44.00766,-116.91655,ID
Garden City,43.62211,-116.23817,ID
Genesee,46.55072,-116.92544,ID
Glenns Ferry,42.9549,-115.3009,ID
Gooding,42.93879,-114.71311,ID
Grace,42.57603,-111.73051,ID
Grangeville,45.92655,-116.12237,ID
Greenleaf,43.67127,-116.81625,ID
Groveland,43.21992,-112.37248,ID
Hagerman,42.81212,-114.89867,ID
Hailey,43.51963,-114.31532,ID
Hansen,42.53068,-114.30101,ID
Hauser,47.77296,-117.02798,ID
Hayden,47.76602,-116.78658,ID
Hayden Lake,47.75879,-116.75686,ID
Hazelton,42.5963,-114.13614,ID
Heyburn,42.55852,-113.7639,ID
Homedale,43.61766,-116.93376,ID
Horseshoe Bend,43.91461,-116.1979,ID
Idaho City,43.8285,-115.83455,ID
Idaho Falls,43.46658,-112.03414,ID
Inkom,42.7963,-112.25414,ID
Iona,43.5263,-111.93302,ID
Jerome,42.72407,-114.51865,ID
Juliaetta,46.57878,-116.70599,ID
Kamiah,46.22712,-116.02931,ID
Kellogg,47.53826,-116.11933,ID
Ketchum,43.68074,-114.36366,ID
Kimberly,42.5338,-114.36476,ID
Kootenai,48.3102,-116.51353,ID
Kooskia,46.14489,-115.97792,ID
Kuna,43.49183,-116.42012,ID
Lapwai,46.40489,-116.80487,ID
Lewiston,46.41655,-117.01766,ID
Lewiston Orchards,46.38044,-116.97543,ID
Lincoln,43.51297,-111.96441,ID
Malad City,42.19159,-112.2508,ID
Marsing,43.54544,-116.8132,ID
McCall,44.91101,-116.09874,ID
McCammon,42.65047,-112.19302,ID
Melba,43.37544,-116.52901,ID
Menan,43.72074,-111.98997,ID
Meridian,43.61211,-116.39151,ID
Middleton,43.70683,-116.62014,ID
Montpelier,42.32215,-111.2977,ID
Moreland,43.22269,-112.44248,ID
Moscow,46.73239,-117.00017,ID
Mountain Home,43.13295,-115.6912,ID
Moyie Springs,48.72633,-116.18853,ID
Mullan,47.47021,-115.80183,ID
Murphy,43.21822,-116.55234,ID
Nampa,43.54072,-116.56346,ID
New Plymouth,43.96989,-116.81904,ID
Nezperce,46.23489,-116.2407,ID
Notus,43.72544,-116.80126,ID
Oakley,42.24325,-113.88196,ID
Orofino,46.47935,-116.25514,ID
Osburn,47.50604,-115.99933,ID
Paris,42.22715,-111.40104,ID
Parma,43.78516,-116.94321,ID
Paul,42.60796,-113.78335,ID
Payette,44.07822,-116.93377,ID
Pinehurst,47.53881,-116.23739,ID
Plummer,47.33518,-116.88851,ID
Pocatello,42.8713,-112.44553,ID
Ponderay,48.30548,-116.5338,ID
Post Falls,47.71796,-116.95159,ID
Potlatch,46.92156,-116.89822,ID
Preston,42.09631,-111.87662,ID
Priest River,48.18097,-116.91157,ID
Rexburg,43.82602,-111.78969,ID
Rigby,43.67241,-111.91497,ID
Ririe,43.63186,-111.77357,ID
Riverside,43.19686,-112.43526,ID
Roberts,43.72019,-112.12636,ID
Rupert,42.61908,-113.67723,ID
Saint Anthony,43.9663,-111.68218,ID
Saint Maries,47.31435,-116.56267,ID
Salmon,45.17575,-113.8959,ID
Sandpoint,48.27659,-116.55325,ID
Shelley,43.3813,-112.12331,ID
Shoshone,42.93602,-114.40588,ID
Smelterville,47.5427,-116.18156,ID
Soda Springs,42.65437,-111.60467,ID
Spirit Lake,47.96629,-116.86853,ID
Star,43.69211,-116.49346,ID
Sugar City,43.87297,-111.7483,ID
Sun Valley,43.69713,-114.35172,ID
Teton,43.88658,-111.67774,ID
Troy,46.73684,-116.7696,ID
Twin Falls,42.56297,-114.46087,ID
Tyhee,42.95158,-112.46637,ID
Ucon,43.5963,-111.96386,ID
Victor,43.6027,-111.11133,ID
Wallace,47.47409,-115.92794,ID
Weiser,44.251,-116.96933,ID
Wendell,42.77574,-114.70422,ID
Wilder,43.67655,-116.91182,ID
Arbon Valley,42.88473,-112.59424,ID
Hidden Spring,43.72216,-116.25093,ID
Albers,38.54338,-89.61231,IL
Albion,38.37755,-88.05615,IL
Alhambra,38.88838,-89.73148,IL
Alorton,38.58977,-90.12011,IL
Altamont,39.06199,-88.74811,IL
Alton,38.8906,-90.18428,IL
Anna,37.46033,-89.24703,IL
Arcola,39.68476,-88.30644,IL
Argenta,39.98198,-88.82285,IL
Arthur,39.71476,-88.47228,IL
Ashland,39.88783,-90.00789,IL
Ashley,38.32949,-89.19091,IL
Ashmore,39.53309,-88.02226,IL
Assumption,39.52032,-89.04897,IL
Athens,39.96088,-89.72399,IL
Atwood,39.79948,-88.46228,IL
Auburn,39.59172,-89.74649,IL
Ava,37.88838,-89.49482,IL
Aviston,38.60672,-89.60759,IL
Barry,39.69421,-91.03902,IL
Bartelso,38.53644,-89.46647,IL
Beckemeyer,38.6056,-89.43592,IL
Bement,39.92198,-88.57201,IL
Benld,39.09282,-89.80398,IL
Benton,37.99672,-88.92007,IL
Bethalto,38.90921,-90.04066,IL
Bethany,39.64559,-88.73813,IL
Belleville,38.52005,-89.98399,IL
Blue Mound,39.70115,-89.12314,IL
Bluffs,39.75199,-90.53513,IL
Bluford,38.33088,-88.72589,IL
Breese,38.6106,-89.52703,IL
Bridgeport,38.70588,-87.76003,IL
Brighton,39.03977,-90.14066,IL
Brooklyn,38.65866,-90.16594,IL
Brookport,37.12367,-88.63033,IL
Brownstown,38.99588,-88.95284,IL
Bunker Hill,39.04282,-89.95177,IL
Cahokia,38.57088,-90.19011,IL
Cairo,37.00533,-89.17646,IL
Cambria,37.78144,-89.11925,IL
Carbondale,37.72727,-89.21675,IL
Carlinville,39.27977,-89.88177,IL
Carlyle,38.61033,-89.37258,IL
Carmi,38.09088,-88.15865,IL
Carrier Mills,37.68422,-88.63283,IL
Carrollton,39.30227,-90.40706,IL
Carterville,37.76005,-89.0773,IL
Casey,39.2992,-87.99253,IL
Caseyville,38.63672,-90.02566,IL
Central City,38.54894,-89.12701,IL
Centralia,38.52505,-89.1334,IL
Centreville,38.58338,-90.12511,IL
Cerro Gordo,39.89059,-88.72813,IL
Chapin,39.88142,-88.77396,IL
Charleston,39.49615,-88.17615,IL
Chatham,39.67616,-89.70454,IL
Chester,37.91366,-89.82205,IL
Chrisman,39.80365,-87.67364,IL
Christopher,37.97255,-89.05341,IL
Cisne,38.51588,-88.43755,IL
Clay City,38.68866,-88.35421,IL
Cobden,37.53144,-89.25342,IL
Coello,37.99422,-89.0673,IL
Coffeen,39.08921,-89.39064,IL
Collinsville,38.67033,-89.98455,IL
Columbia,38.44366,-90.20122,IL
Coulterville,38.18644,-89.60565,IL
Cowden,39.24838,-88.86229,IL
Crainville,37.75199,-89.06785,IL
Creal Springs,37.61949,-88.83673,IL
Crossville,38.16171,-88.06531,IL
Dahlgren,38.1981,-88.6845,IL
Dalton City,39.71198,-88.80452,IL
De Soto,37.81755,-89.22786,IL
Decatur,39.84031,-88.9548,IL
Dieterich,39.06199,-88.37977,IL
Divernon,39.56561,-89.65732,IL
Dongola,37.36116,-89.16591,IL
Du Quoin,38.01144,-89.23619,IL
Dupo,38.51616,-90.21039,IL
East Alton,38.88033,-90.11122,IL
East Saint Louis,38.6245,-90.15094,IL
Edinburg,39.65727,-89.38953,IL
Edwardsville,38.81144,-89.95316,IL
Effingham,39.12004,-88.54338,IL
Eldorado,37.81366,-88.4381,IL
Elizabethtown,37.44588,-88.30504,IL
Elkville,37.91005,-89.23592,IL
Elsah,38.95616,-90.35984,IL
Energy,37.77394,-89.02646,IL
Enfield,38.09949,-88.33754,IL
Equality,37.73394,-88.34338,IL
Evansville,38.09033,-89.93844,IL
Fairfield,38.37894,-88.35977,IL
Fairmont City,38.64977,-90.09316,IL
Fairview Heights,38.58894,-89.99038,IL
Farina,38.83421,-88.77228,IL
Farmersville,39.44339,-89.65176,IL
Findlay,39.52254,-88.75368,IL
Flora,38.66894,-88.4856,IL
Forsyth,39.93254,-88.95119,IL
Franklin,39.62033,-90.044,IL
Freeburg,38.42755,-89.91371,IL
Galatia,37.8406,-88.60922,IL
Georgetown,39.97531,-87.63585,IL
Germantown,38.55366,-89.53842,IL
Gillespie,39.12977,-89.81954,IL
Glen Carbon,38.74838,-89.98316,IL
Girard,39.44644,-89.78093,IL
Godfrey,38.9556,-90.18678,IL
Golconda,37.36727,-88.48643,IL
Goreville,37.5545,-88.97229,IL
Grafton,38.97005,-90.4315,IL
Grand Tower,37.62644,-89.49787,IL
Grandview,39.81644,-89.61871,IL
Granite City,38.70144,-90.14872,IL
Grayville,38.25755,-87.99364,IL
Greenfield,39.34366,-90.21261,IL
Greenup,39.24782,-88.16337,IL
Greenville,38.89227,-89.41314,IL
Griggsville,39.70894,-90.72457,IL
Hamel,38.88894,-89.84538,IL
Hardin,39.15671,-90.6179,IL
Harrisburg,37.73838,-88.54061,IL
Harrison,37.79672,-89.33703,IL
Harristown,39.85393,-89.08397,IL
Hartford,38.83338,-90.09594,IL
Herrin,37.80311,-89.02757,IL
Highland,38.73949,-89.6712,IL
Hillsboro,39.16128,-89.4954,IL
